,genres,title,price,id,year
88730,['Casual'],Puzzler World,4.99,33650,2010
88731,"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,19.99,901478,2010
88732,"['Casual', 'Indie']",Ziro,4.99,33660,2010
88733,['Action'],Altered Beast™,2.99,34281,2010
88734,['Action'],Comix Zone™,2.99,34272,2010
88735,"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,61.99,34270,2010
88736,['Action'],Golden Axe™,2.99,34276,2010
88737,['Action'],Ecco the Dolphin™,2.99,34274,2010
88738,['Strategy'],Gain Ground™,2.99,34275,2010
88739,['Action'],Shinobi™ III: Return of the Ninja Master,2.99,34277,2010
88740,['Action'],Crack Down™,2.99,34273,2010
88741,['Action'],VectorMan™,2.99,34280,2010
88743,['Action'],Shadow Dancer™,2.99,34282,2010
88744,['Action'],Space Harrier™ II,2.99,34279,2010
88745,"['Action', 'RPG']",Alpha Protocol™,14.99,34010,2010
88746,['Action'],Alien Breed: Impact,9.99,22610,2010
88747,['RPG'],Fallout 3 - Point Lookout,4.99,22440,2010
88748,"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,0.99,18508,2010
88749,['RPG'],Fallout 3 - Mothership Zeta,4.99,22430,2010
88750,['RPG'],Fallout 3 - Broken Steel,4.99,22410,2010
88751,['RPG'],Fallout 3 - The Pitt,4.99,22420,2010
88752,['Action'],Alien Swarm,Free,630,2010
88753,['RPG'],Fallout 3 - Operation Anchorage,4.99,22400,2010
88754,"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,19.99,24780,2003
88755,"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,14.99,33670,2010
88756,"['Casual', 'Indie']",Tidalis,4.99,40420,2010
88757,"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,9.99,34920,2010
88758,['Strategy'],The Settlers 7: Uncharted Land Map Pack,3.99,48136,2010
88759,['RPG'],Dimensity,9.99,46720,2008
88760,['Action'],Kane &amp; Lynch 2: Dog Days,9.99,28000,2010
88761,"['Simulation', 'Strategy']",The Guild II Renaissance,9.99,39680,2010
88762,['Strategy'],Hearts of Iron III DLC: German II Spritepack,0.99,25962,2010
88763,['Simulation'],Trainz Simulator DLC: Blue Comet,19.99,24634,2010
88764,['Strategy'],Fantasy Wars,4.99,63900,2010
88765,['Action'],Mafia II,29.99,50130,2011
88766,['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,4.99,24075,2010
88767,"['RPG', 'Casual']",Puzzle Quest 2,9.99,47540,2010
88768,['Action'],Burn Zombie Burn!,9.99,50510,2010
88769,['Indie'],Madballs B*D*I Clan Skins,1.99,25760,2010
88770,['Indie'],Madballs Scorched Evolution Skin Rollup,1.99,25763,2010
88771,['Indie'],Madballs BDI Evolution Skin Rollup,1.99,25762,2010
88772,['Indie'],Madballs Holiday Skin Rollup,2.99,25764,2010
88773,['Strategy'],Victoria I Complete,9.99,42980,2010
88774,['Simulation'],Ship Simulator Extremes,19.99,48800,2010
88775,['Strategy'],Worms Reloaded,19.99,22600,2010
88776,"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,14.99,46770,2010
88777,"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,8.99,65700,2010
88778,['Strategy'],Victoria II,19.99,42960,2010
88780,['Indie'],Madballs Scorched Clan Skins,1.99,25761,2010
88781,['Action'],Kane &amp; Lynch 2: The Doggie Bag,5.99,28010,2010
88782,['Action'],Kane &amp; Lynch 2: Multiplayer Masks Pack,1.99,28012,2010
88783,['Simulation'],Trainz: Classic Cabon City,19.99,24640,2010
88784,['Action'],Kane &amp; Lynch 2: Alliance Weapon Pack,2.99,28011,2010
88785,['Strategy'],Cossacks: Back to War,4.99,4850,2002
88786,['Adventure'],Broken Sword: Director's Cut,5.99,57640,2010
88787,['Casual'],Chime,4.99,62100,2010
88788,['Action'],Mafia II DLC: Jimmy's Vendetta,9.99,50145,2010
88789,['Action'],Sniper: Ghost Warrior - Map Pack,1.99,34841,2010
88790,"['Action', 'Indie']",VVVVVV,4.99,70300,2010
88791,['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,3.99,48137,2010
88792,"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,19.99,57300,2010
88793,"['RPG', 'Indie']",Recettear: An Item Shop's Tale,19.99,70400,2010
88794,"['Action', 'Casual', 'Indie']",Swarm Arena,3.99,46600,2010
88795,"['Action', 'Simulation']",Super Thunder Blade™,2.99,34314,2010
88796,['Action'],Galaxy Force II™,2.99,34310,2010
88797,['Simulation'],Hacker Evolution,4.99,70100,2010
88798,"['Indie', 'Simulation']",Hacker Evolution: Untold,4.99,70110,2010
88799,"['Casual', 'Indie']",Faerie Solitaire,9.99,38600,2010
88800,['Strategy'],Patrician IV - Steam Special Edition,14.99,57620,2010
88801,['Action'],Bonanza Bros.™,2.99,34284,2010
88802,"['RPG', 'Strategy']",King's Bounty: Crossworlds,14.99,63910,2010
88803,['Simulation'],Train Simulator: Green &amp; Gold HST DMU Add-On,4.99,24082,2010
88804,['Strategy'],Sid Meier's Civilization® V,29.99,8930,2010
88805,['Strategy'],Commander: Conquest of the Americas - Colonial Navy,4.99,49310,2010
88806,"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,9.99,41060,2002
88807,"['Indie', 'Strategy']",Star Ruler,9.99,70900,2010
88808,"['Action', 'Adventure']",Blade Kitten,2.99,9940,2010
88809,['Action'],Alien Breed 2: Assault,9.99,22650,2010
88811,"['Action', 'Adventure']",Darksiders™,19.99,50620,2010
88812,"['Simulation', 'Strategy']",X: Beyond the Frontier,4.99,2840,1999
88813,['Strategy'],The Kings' Crusade,9.99,42920,2010
88814,"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,19.99,29700,2007
88815,"['Simulation', 'Strategy']",X: Tension,4.99,2850,2000
88816,"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,9.99,61510,2012
88817,"['Adventure', 'Casual', 'Simulation']",Governor of Poker 2,7.99,70200,2010
88818,"['Adventure', 'Casual', 'Indie', 'Simulation']",Governor of Poker 2 - Premium Edition,14.99,70210,2010
88819,"['RPG', 'Strategy']",Age of Wonders Shadow Magic,9.99,61520,2012
88820,"['RPG', 'Strategy']",Age of Wonders,5.99,61500,2012
88821,['Action'],Medal of Honor™,19.99,47790,2010
88822,"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,9.99,46450,2010
88823,"['Action', 'Adventure']",Lost Planet® 2,19.99,45750,2010
88824,"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,4.99,57800,2010
88825,"['Action', 'RPG']",Fallout: New Vegas,9.99,22380,2010
88826,"['Action', 'Casual', 'Indie']",The Polynomial - Space of the music,6.99,67000,2010
88827,"['Adventure', 'Indie']",Puzzle Bots,4.99,80300,2010
88828,"['Indie', 'Racing']",Nimbus,9.99,50000,2010
88829,['Strategy'],Civilization V - Babylon (Nebuchadnezzar II),4.99,16868,2010
88830,"['Action', 'Indie', 'RPG']",DeathSpank,14.99,18040,2010
88831,"['Action', 'Simulation']",Virtua Fighter™ 2,2.99,71115,2010
88832,['Casual'],Columns™ III,2.99,34317,2010
88833,['RPG'],Sword of Vermilion™,2.99,71114,2010
88834,['Action'],Golden Axe™ II,2.99,71112,2010
88835,"['Action', 'Adventure']",Sonic The Hedgehog,4.99,71113,2010
88838,['Adventure'],Ecco™: The Tides of Time,2.99,34319,2010
88840,['Action'],Bio-Hazard Battle™,2.99,34316,2010
88841,['Action'],Alien Storm,2.99,34315,2010
88842,"['Action', 'Indie']",Shank,9.99,6120,2010
88843,"['Action', 'Adventure', 'Indie']",The Ball,9.99,35460,2010
88844,['Action'],STAR WARS™: The Force Unleashed™ II,19.99,32500,2010
88845,"['Action', 'Casual']",Flight Control HD,4.99,62000,2010
88846,"['RPG', 'Simulation', 'Strategy']",Patrician III,4.99,33570,2010
88847,"['Action', 'Casual', 'Indie']",BIT.TRIP BEAT,9.99,63700,2010
88848,"['Simulation', 'Strategy']",Theatre of War 2 - Battle for Caen,1.99,46362,2010
88849,['Casual'],Woody Two-Legs: Attack of the Zombie Pirates,4.99,49320,2010
88850,"['Adventure', 'Indie']",Clones,4.99,72400,2010
88851,['Strategy'],Victoria II: Interwar Spritepack,1.99,42964,2010
88852,['Action'],Front Mission Evolved: Wanzer Pack 2,3.99,43011,2010
88853,['Action'],Pound of Ground,9.99,33980,2010
88854,['Casual'],Pat &amp; Mat,6.99,65710,2009
88855,['Adventure'],Alternativa,12.99,33990,2010
88856,"['Casual', 'Indie']",Fish Fillets 2,4.99,33950,2007
88857,"['Strategy', 'Indie']",Archon Classic,9.99,65400,2010
88858,['Action'],Call of Duty®: Black Ops,39.99,42700,2010
88859,"['Indie', 'Casual']",Rhythm Zone Tornado Visualizer DLC,0.99,38923,2010
88860,"['Casual', 'Indie']",Arcadia,4.99,72500,2010
88861,"['Action', 'Adventure', 'Strategy']",Oddworld: Munch's Oddysee,4.99,15740,2010
88862,"['Indie', 'Casual']",Rhythm Zone DJ Table Visualizer DLC,1.99,38924,2010
88863,"['Action', 'Adventure', 'Strategy']",Oddworld: Stranger's Wrath HD,9.99,15750,2010
88864,"['Casual', 'Indie']",Clickr,4.99,45500,2010
88865,['Adventure'],Back to the Future: The Game,19.99,31290,2010
88866,['Action'],Grand Theft Auto III,9.99,12100,2002
88867,['Action'],Grand Theft Auto: San Andreas,14.99,12120,2005
88868,"['Action', 'Adventure']",Lara Croft GoL: Raziel and Kain Character Pack,3.49,35135,2011
88869,"['Action', 'Adventure']",Lara Croft GoL: Things that Go Boom - Challenge Pack 2,3.49,35137,2011
88870,"['Action', 'Adventure']",Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,3.49,35138,2011
88871,"['Action', 'Adventure']",Lara Croft GoL: All the Trappings - Challenge Pack 1,3.49,35136,2011
88872,['Action'],Grand Theft Auto: Vice City,9.99,12110,2003
88873,"['Action', 'Indie']",Zeit²,9.99,33390,2011
88874,"['Action', 'Indie']",A.R.E.S.: Extinction Agenda,4.99,92300,2011
88875,"['Action', 'Indie', 'Strategy']",APOX,14.99,80000,2011
88876,['Action'],Dead Space™ 2,19.99,47780,2011
88877,"['Adventure', 'Casual']",Drawn®: The Painted Tower,9.99,51060,2011
88878,['Adventure'],Kaptain Brawe: A Brawe New World,4.99,65080,2011
88880,"['Action', 'Strategy', 'Indie', 'Sports']",Monday Night Combat,4.99,63200,2011
88881,"['Action', 'Adventure', 'Casual']",Luxor: 5th Passage,9.99,60340,2011
88882,['Action'],Alien Soldier,2.99,71116,2011
88883,['RPG'],Shining in the Darkness,2.99,71161,2011
88884,['RPG'],Light Crusader,2.99,71119,2011
88885,['RPG'],Landstalker: The Treasures of King Nole,2.99,71118,2011
88886,['Action'],Gunstar Heroes,2.99,71117,2011
88887,['Adventure'],ToeJam &amp; Earl,4.99,71166,2011
88888,['Action'],Streets of Rage 2,2.99,71165,2011
88889,"['Action', 'Adventure']",Sonic The Hedgehog 2,4.99,71163,2011
88890,['Action'],Streets of Rage,2.99,71164,2011
88892,['RPG'],Shining Force II,2.99,71160,2011
88893,['RPG'],Shining Force,2.99,71120,2011
88894,['Simulation'],The Sims™ 3,19.99,47890,2009
88895,['Simulation'],Ship Simulator Extremes: Sigita Pack,3.99,48802,2011
88896,['Simulation'],The Sims™ 3 Fast Lane Stuff,19.99,47896,2010
88897,['Simulation'],The Sims™ 3 World Adventures,19.99,47892,2009
88898,['Simulation'],The Sims™ 3 Late Night,19.99,47894,2010
88899,['Simulation'],The Sims™ 3 Ambitions,19.99,47893,2010
88900,['Simulation'],The Sims™ 3 High-End Loft Stuff,19.99,47895,2010
88901,"['Casual', 'Indie']",Trino,4.99,42000,2011
88902,['Casual'],Mishap 2: An Intentional Haunting - Collector's Edition,14.99,47570,2011
88903,['Simulation'],The Sims™ 3 Outdoor Living Stuff,19.99,47897,2011
88904,"['Action', 'Casual', 'Indie']",Who's That Flying?!,5.99,57700,2011
88905,"['Adventure', 'Casual']",Myst: Masterpiece Edition,5.99,63660,2011
88906,['Strategy'],Guardians of Graxia: Elves &amp; Dwarves,2.99,90504,2011
88907,['RPG'],Two Worlds II HD,19.99,7520,2011
88909,['Racing'],Test Drive Unlimited 2,19.99,9930,2012
88910,['RPG'],King Arthur: The Druids,3.99,24449,2011
88911,"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: Galactic Conquest,6.99,41814,2011
88912,['Strategy'],The Kings' Crusade: New Allies,3.99,42925,2011
88913,"['RPG', 'Strategy']",DUNGEONS - Steam Special Edition,9.99,57650,2011
88914,"['Indie', 'Strategy']",AI War: Light of the Spire,4.99,40407,2011
88915,['RPG'],Drakensang: The River of Time,19.99,33770,2011
88916,['Strategy'],RISK™: Factions,9.99,47800,2011
88917,"['Casual', 'Strategy']",Crazy Machines 2: Time Travel Add-On,4.99,18408,2011
88918,"['Action', 'Indie']",BIT.TRIP RUNNER,9.99,63710,2011
88919,['Action'],Homefront,19.99,55100,2011
88920,"['Casual', 'Indie', 'Simulation', 'Strategy']",Fate of the World,9.99,80200,2011
88921,['Indie'],B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),2.99,92400,2011
88923,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack",0.99,56435,2011
88924,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack",2.99,56433,2011
88925,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack",0.99,56432,2011
88926,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack",0.99,56431,2011
88927,"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT,Free to Play,39120,2013
88928,['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution",29.99,56437,2011
88929,"['Indie', 'Casual']",Dinner Date,3.99,94000,2011
88930,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack",2.99,56434,2011
88931,['Action'],Shadow Harvest: Phantom Ops,9.99,92700,2011
88932,['Simulation'],Cities in Motion: Design Classics,3.99,73012,2011
88933,['Simulation'],Ship Simulator Extremes: Ferry Pack,3.99,48803,2011
88934,['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack",6.99,56536,2011
88935,['Racing'],STCC The Game 2 – Expansion Pack for RACE 07,3.99,44620,2011
88936,"['Action', 'Indie', 'Strategy']",Anomaly: Warzone Earth,9.99,91200,2011
88937,['Strategy'],Armada 2526,14.99,46790,2010
88938,['Strategy'],Darkest Hour: A Hearts of Iron Game,9.99,73170,2011
88939,"['Strategy', 'RPG']",Dungeons: Into the Dark DLC Pack,3.99,57655,2011
88940,"['Action', 'Indie']",Dino D-Day,9.99,70000,2011
88941,['Strategy'],Patrician IV: Rise of a Dynasty,9.99,57730,2011
88942,"['Action', 'Adventure']",Portal 2,19.99,620,2011
88943,"['Action', 'RPG']",Magicka: Vietnam,4.99,42918,2011
88944,"['Action', 'Casual', 'Indie', 'Strategy']",Sanctum,9.99,91600,2011
88945,['Strategy'],Majesty 2 Collection,19.99,73020,2011
88946,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC",2.99,56482,2011
88947,['Strategy'],Dawn of War II: Retribution – The Last Stand,9.99,56438,2011
88948,['Strategy'],"Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC",2.99,56481,2011
88949,"['Indie', 'Strategy']",Frozen Synapse,24.99,98200,2011
88950,['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC",2.99,56480,2011
88951,"['Adventure', 'Indie', 'RPG']",Winter Voices Episode 4: Amethyst Rivers,4.99,72905,2011
88952,"['Action', 'Adventure']",Hunted: The Demon’s Forge™,4.99,22450,2011
88953,"['Adventure', 'Casual', 'Indie']",Hamilton's Great Adventure,9.99,42140,2011
88954,['Simulation'],The Sims™ 3 Generations,19.99,47898,2011
88955,['Simulation'],Cities in Motion: Tokyo,5.99,73181,2011
88956,"['Action', 'RPG']",Magicka: Nippon,0.99,73031,2011
88957,"['Action', 'Adventure']",Ghostbusters: Sanctum of Slime Challenge Pack DLC,1.99,9992,2011
88958,['Adventure'],Still Life 2,7.99,46490,2009
88959,['Adventure'],Still Life,7.99,46480,2005
88960,['Action'],Call of Duty®: Black Ops Escalation Content Pack,14.99,42718,2011
88961,"['Action', 'RPG']",Dungeon Siege III,14.99,39160,2011
88962,['Action'],Duke Nukem Forever,19.99,57900,2011
88963,"['Action', 'Free to Play']",A.V.A. Alliance of Valiant Arms™,Free to Play,102700,2011
88964,"['Free to Play', 'Massively Multiplayer', 'RPG']",Champions Online,Free to Play,9880,2009
88965,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Spiral Knights,Free to Play,99900,2011
88966,['Strategy'],Spectromancer - Truth &amp; Beauty,9.99,22520,2011
88967,['Simulation'],Cities in Motion: Design Now,3.99,73014,2011
88968,['Strategy'],Two Worlds II Castle Defense,9.99,7530,2011
88969,['Indie'],The Cat and the Coup,Free,95700,2011
88970,['Strategy'],Magic: The Gathering - Duels of the Planeswalkers 2012,19.99,49470,2011
88971,"['Indie', 'Casual']",Ancients of Ooga,9.99,91810,2011
88972,"['Action', 'Casual', 'Indie']",Beat Hazard Ultra,4.99,49604,2011
88973,"['Strategy', 'Indie']",Frozen Synapse: Soundtrack,5.99,98210,2011
88974,"['Indie', 'Casual']",Solar 2,9.99,97000,2011
88975,['Strategy'],Ironclads: Schleswig War 1864,9.99,46760,2011
88976,['Strategy'],Ironclads: Anglo Russian War 1866,9.99,46830,2011
88977,"['Action', 'RPG']",Magicka: Final Frontier,2.99,73035,2011
88978,['Strategy'],Ironclads: Chincha Islands War 1866,9.99,46840,2011
88979,['Action'],F.E.A.R. 3,19.99,21100,2011
88980,"['Action', 'RPG']",Magicka: Frozen Lake,1.99,73037,2011
88981,"['Action', 'RPG']",Magicka: The Watchtower,1.99,73036,2011
88982,['Simulation'],Trainz Simulator DLC: The Duchess,19.99,24635,2011
88983,"['Action', 'RPG']",Magicka: Party Robes,1.99,901679,2011
88984,['Strategy'],Europa Universalis III: Western - AD 1400 Spritepack,1.99,25810,2011
88985,"['Action', 'RPG']",Dungeons and Dragons: Daggerdale,14.99,99100,2011
88986,['Racing'],RETRO – Expansion Pack for RACE 07,3.99,44660,2011
88987,['Simulation'],Farming Simulator 2011 Equipment Pack 2,6.99,90209,2011
88988,['Strategy'],Europa Universalis III: Eastern - AD 1400 Spritepack,1.99,25809,2011
88989,['Strategy'],Hearts of Iron III: For the Motherland,4.99,42903,2011
88990,['Strategy'],Worms Reloaded: Puzzle Pack,4.99,22631,2011
88991,['Strategy'],Worms Reloaded: Retro Pack,4.99,22634,2011
88992,['Strategy'],Worms Reloaded: Time Attack Pack,4.99,22633,2011
88993,"['Strategy', 'RPG']",Dungeons: Map Pack DLC,2.99,57656,2011
88994,['Strategy'],Worms Reloaded: Forts Pack,4.99,22632,2011
88995,"['Adventure', 'Casual']",Puzzle Agent 2,9.99,94590,2011
88996,['Action'],Killing Floor: Steampunk Character Pack,7.99,35425,2011
88997,['Strategy'],Pride of Nations: Spanish-American War 1898,3.99,73192,2011
88998,"['Action', 'Adventure', 'Indie']",Tobe's Vertical Adventure,0.99,105700,2011
88999,"['Action', 'RPG']",Fallout New Vegas: Old World Blues,4.99,72750,2011
89000,['Strategy'],"Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC",6.99,56538,2011
89002,"['Indie', 'Casual']",Lucid,4.99,61100,2011
89003,['Simulation'],Train Simulator: BR Class 421 '4CIG' Loco,8.99,65228,2011
89004,['Action'],Homefront: Express 870 Shotgun,0.99,55205,2011
89005,"['Adventure', 'Indie', 'RPG']",Runespell: Overture,9.99,102200,2011
89006,['Strategy'],Men of War: Assault Squad - Skirmish Pack,1.99,64013,2011
89007,"['Action', 'Indie']",Aaaaa! - Brutal Concussion,1.99,15522,2011
89008,"['Adventure', 'Strategy', 'RPG', 'Indie']",Delve Deeper: Treasures and Tunnels,0.99,63802,2011
89009,"['Action', 'Indie']",A.R.E.S.: Berzerker Suit,0.99,92302,2011
89010,['Simulation'],Cities in Motion: Metro Stations,2.99,73183,2011
89011,['Adventure'],Nancy Drew®: Secrets Can Kill REMASTERED,6.99,42210,2010
89012,"['Action', 'Simulation', 'Strategy']",ARMA: Cold War Assault,4.99,65790,2011
89013,"['Casual', 'Indie']",SpaceChem: 63 Corvi,1.99,92803,2011
89014,"['Simulation', 'Strategy']",Tropico 4,14.99,57690,2011
89015,['Adventure'],Nancy Drew®: The Captive Curse,6.99,42220,2011
89016,['Adventure'],Nancy Drew®: Trail of the Twister,6.99,42230,2010
89017,"['Indie', 'Casual']",The Clockwork Man,6.99,111000,2011
89018,['Strategy'],Pride of Nations: American Civil War 1862,3.99,73193,2011
89019,"['Action', 'Indie']",EDGE,6.99,38740,2011
89020,['Strategy'],Civilization V - Civ and Scenario Pack: Korea,4.99,99612,2011
89021,['Strategy'],Civilization V - Scenario Pack: Wonders of the Ancient World,4.99,99614,2011
89022,['Indie'],Sanctum: Official Soundtrack,9.99,91604,2011
89023,['Indie'],Hacker Evolution Duality,4.99,70120,2011
89024,"['Action', 'Indie', 'RPG', 'Strategy']",Space Pirates and Zombies,9.99,107200,2011
89025,['Action'],Section 8: Prejudice Frontier Colonies Map Pack,3.99,97108,2011
89026,['Action'],Section 8: Prejudice Blitz Pack,2.99,97106,2011
